,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,num_docs
1999-01,[0.006935268964437399],[0.001471932004251892],[0.028463533328056876],[0.00415800555366492],[0.0032406960078654214],[0.006875201925745118],[0.003706460554589927],[0.000242744103370034],[0.013822299147608758],[0.0025816272409108078],[0.0007253377435731903],[0.006784987605025142],[0.0003984584522132699],[0.000517436142940021],[0.1584871804894646],[0.0011875345784092663],[0.033279660066096665],[0.0018825939062480756],[0.0011475525918767206],[0.0019287424689858157],[9.817220562207001e-05],[0.0339196357030286],[0.00283396668423045],[0.0006966192133993044],[0.001871449332210271],[0.0024243775624360276],[0.0016329256807908034],[0.002759932978375112],[0.0007502394424858828],[0.0016661369688763974],[0.006432862784918944],[0.012772414941087742],[0.0006925170074871005],[0.002163031174249602],[0.007382796842043986],[0.0076280547751219506],[0.010869329507150886],[0.002011118951620173],[0.0025968445386003133],[0.002019761410279256],[0.002577849863861476],[0.0002010149169216354],[0.000399237597545888],[0.0010686335694545582],[0.0008210374260617005],[0.007491643476136871],[0.012150771172876862],[0.000981345714589064],[0.010443317769878538],[0.003315866077328418],[0.002903107028219785],[0.0010229810302756525],[0.004836015975000492],[0.024444861859185898],[0.007112058057485711],[0.0006372287039245266],[0.012508884665187323],[0.000535369053159229],[0.01193073731742783],[0.0010722529395453045],[0.015604935573831922],[0.0016436271644873642],[0.0012263563359470827],[0.027382204025600328],[0.0005447868234167638],[0.008978624032020245],[0.07978448830425112],[0.0013588094040000314],[0.00016922433615036432],[0.0008089850309100732],[0.0007386107861159818],[0.019955625796629798],[0.00050264077308919],[0.002105810421776636],[0.006133704688973547],[0.005058163972278313],[0.0006594277991793845],[0.0009768670052354158],[0.14369836463776994],[0.03149801741319072],[0.0005638624647979347],[0.001749050624376276],[0.0013239369091987848],[0.00023116473995447878],[0.0003678657629012272],[0.004398754395793622],[0.0010641646503726778],[0.0013511903814319604],[0.0008496920786456029],[0.0016760002934514725],[0.07118612147391747],[0.008170802038720842],[0.009505420783095951],[0.04636905866336748],[0.0005053776315649242],[0.004459101672209192],[0.0009890916222342213],[0.002199665397518616],[0.00020455281418274834],[0.006492199427199974],85
1999-02,[0.008305073808080474],[0.000899213595783213],[0.03472133901066545],[0.006121759578423165],[0.0013594974606308114],[0.0063174915218014716],[0.004470732416753459],[0.0002500576701461783],[0.008866182239691977],[0.0027534392584672805],[0.0015538844419817036],[0.00705580582830611],[0.0004622953231217308],[0.0007890709341235881],[0.14855727294240356],[0.0006379509878611114],[0.03941886695888095],[0.005202961174318127],[0.0007273908634610349],[0.0019708676303463422],[0.0006290066900073182],[0.028594924960754133],[0.005259808237551352],[0.0006457463092754473],[0.0007022064989555408],[0.0014642525211049572],[0.001531931292746193],[0.004182477894886038],[0.0016835553191440204],[0.0005628937354760719],[0.00965850568791754],[0.011229551467159348],[0.0007516195176579986],[0.012468721987620958],[0.010047662569621618],[0.007630516136948664],[0.01067051166700733],[0.010602033159055061],[0.0024222940323784655],[0.0031493922090147005],[0.002671577955649144],[0.0002506783653528268],[0.0041619273980399865],[0.0015489382907237167],[0.0008483820791352355],[0.0057216401215256785],[0.014080215477854418],[0.0009177265700016697],[0.010661479431101763],[0.0058086535873779],[0.0017337813161560267],[0.0008176376927690059],[0.0062410354121175925],[0.03177179030584494],[0.007339443367527567],[0.0005482361842842327],[0.011968511342043957],[0.00037251726308880546],[0.009238111036089024],[0.0006103649127148105],[0.02589549448008771],[0.001017600630449979],[0.0017406667991610395],[0.030259087122770444],[0.0009393611151119955],[0.010270661519214953],[0.07720955461388546],[0.0043406693949325035],[0.0001990522682106857],[0.004355311806947029],[0.0011902394089159303],[0.018840955234777343],[0.00019016580630596395],[0.001479443757882869],[0.005309484815194056],[0.005031827065556458],[0.0006212760921182811],[0.0012866660804795524],[0.10489574948947414],[0.02992297899544977],[0.0007531239436448503],[0.0014368089761584131],[0.002074509701647478],[0.001041457500724025],[0.0004355327396093452],[0.0056493329636545415],[0.0010212533335419067],[0.0021845481699243985],[0.0010102157646461316],[0.0003664368515450433],[0.07995299130659494],[0.007331783479335783],[0.0070423644080226215],[0.01834043604461596],[0.0006230698705458869],[0.0042393438962695235],[0.001028968061494998],[0.0029462086521792785],[0.009164354993647147],[0.006719598567338943],67
1999-03,[0.013652546360758662],[0.00572452130049148],[0.02894101146276753],[0.005784222720695318],[0.004310441620412957],[0.008581845295546234],[0.0026115882745193345],[0.0006029412735544977],[0.005156810613606226],[0.0017908904585769788],[0.0005855625684581594],[0.006424696893778281],[0.0009254494260386321],[0.0007312396846367548],[0.1563735567905485],[0.0026459594323281228],[0.03176832303324773],[0.004303209789374901],[0.0009041160775395146],[0.0018275952274213712],[0.00019177837541203095],[0.022867424307196994],[0.00472749983669882],[0.0007078798543825774],[0.0044258234182374895],[0.0021193646873857515],[0.001550155710660126],[0.0009522882851285166],[0.002414019316888641],[0.001433184632459634],[0.009947460089440226],[0.011507872254374498],[0.0007498028113170935],[0.010706499257427326],[0.008363786574292029],[0.007147656040684479],[0.007217867674798862],[0.025239657680501716],[0.0016203753253027074],[0.00537220655087943],[0.001060150242043579],[0.0001671879556541378],[0.007057158795840775],[0.001224987679075017],[0.0007458566401683014],[0.009694098047233802],[0.009323573101661351],[0.001093153156759825],[0.010538407463529804],[0.007783913172359092],[0.004346739288399775],[0.0007621669012016492],[0.003946188244828843],[0.04016134516777004],[0.005324253143101749],[0.0008304220471565049],[0.006735740189193348],[0.0013226579954398055],[0.012619948911424796],[0.00031225526573173647],[0.011127906484207301],[0.0017572900074419172],[0.0012770382839024231],[0.034308588552425766],[0.0011891054939870986],[0.009066006558723645],[0.0801533405268211],[0.0012480978096771394],[0.0002706876938634507],[0.0007054538288420064],[0.0006901882938040262],[0.021729537194949432],[0.0008955066574413602],[0.0021962297803930844],[0.004300669978437314],[0.0037195674879432236],[0.0011967054921299253],[0.0013736768727355833],[0.08863618866586034],[0.02926503378866868],[0.001647189213029758],[0.0010714201066375723],[0.0015768208615577642],[0.00031451323221644306],[0.00012083457308039259],[0.0027103265993797393],[0.0013878673963414324],[0.0027004678074113555],[0.002536247964092616],[0.006357665483812549],[0.07072313583986115],[0.0066152474426393985],[0.006642371616859994],[0.031066967656857465],[0.00035512354356163813],[0.003222804677626543],[0.00046029786495591324],[0.0023357810708873766],[0.009088439343422927],[0.0160003194979841],79
1999-04,[0.01482999186137315],[0.0006391174813489348],[0.025478009786198647],[0.004023328459967865],[0.009798400599221727],[0.0036825828086318427],[0.00559842924265526],[0.0004556504656295969],[0.0017874457552235039],[0.002003904632235185],[0.00010013002534950859],[0.016087779365989267],[0.0009427275051841148],[0.00033892033938935786],[0.1299692022871421],[0.00011660813961791593],[0.037715543159925626],[0.0037651608475302535],[0.0011342747835853166],[0.0023795018360766754],[0.00037448457830959684],[0.01346875428095201],[0.006631292486256444],[0.0006935198034185424],[0.0026736760938664735],[0.0012213975233686556],[0.0017085680438985065],[0.0016184532786933084],[0.006545785945080194],[0.0015275289762294339],[0.002969696140494747],[0.011675754597681293],[0.0006157679978030268],[0.008863383781038963],[0.011022318749338966],[0.010763446746647873],[0.009477170274984079],[0.03757443230989015],[0.003059944414035859],[0.002675025661280797],[0.001465023850693298],[8.241286358527082e-05],[0.00235959085102877],[0.0006273919657213546],[0.0018964974908392902],[0.011714748248205948],[0.01195578045756138],[0.0007115338946659316],[0.00935970789067787],[0.007622043524949525],[0.0008958541276966102],[0.0015314810115224617],[0.004638707799483287],[0.02325228993973841],[0.0052908815465607705],[0.0008857230541839419],[0.01639289398052266],[0.0009088164308137025],[0.005264184592658327],[0.0002438419326080616],[0.0033535347656945837],[0.0017418090352411153],[0.0011916930706936386],[0.031689240043159504],[0.0012469228788118455],[0.008292309322754474],[0.06850335606058282],[0.0027132746918581575],[0.00015237046862591426],[0.004296922118555813],[0.0005175083182357118],[0.03494372088815938],[0.006457277608543305],[0.002607885952872289],[0.008917420080105067],[0.0019458751645112405],[0.0004654739650064704],[0.0019441073460081],[0.14245012163910947],[0.02674823142878004],[0.002656938208650489],[0.002117607797513741],[0.0016245572069237824],[0.0004951443095031269],[0.0005709619699847543],[0.0033610768903658507],[0.002180296136635486],[0.002914300714960959],[0.001054902549112153],[0.0006719320577875835],[0.07952509517265081],[0.00748976527473778],[0.009582788222550948],[0.015392547811614121],[0.0003445672107391734],[0.0014427651566649962],[0.0009757992459585253],[0.002699524401797986],[0.005673087739978654],[0.005940768821258849],62
1999-05,[0.016044750561206085],[0.0020779037875702966],[0.02979388182143009],[0.003614225318362539],[0.0008287866142948756],[0.005974639857769309],[0.0016044298234824646],[0.0004575424616276628],[0.005009400768041969],[0.002379437857993964],[0.00031952227946153386],[0.01907324313517982],[0.00021276602881804078],[0.00011777094937644792],[0.09305279175548449],[0.00013319998199380197],[0.028258793043278264],[0.0015429174976209954],[0.0016726912548804557],[0.0010057669019458801],[0.0001466382411269042],[0.05438872314538378],[0.004105742909643226],[0.00038351272312707897],[0.005492064640484519],[0.0010846818033736574],[0.001384732650138545],[0.006134223744156506],[0.0022061170992711213],[0.0031294406572155617],[0.016208267332634325],[0.017071952237595226],[0.0009895856681303983],[0.009473127514154283],[0.00669805895602727],[0.007832007367247519],[0.018873186179976277],[0.015821960339831152],[0.00268196142553569],[0.0025785528715802503],[0.001545612881391602],[0.0005302654488437785],[0.0024214625136071673],[0.0010629975020400298],[0.0010543237248173787],[0.006237672312122215],[0.019590272950193572],[0.0005307930758636505],[0.012526527369144775],[0.0040462326246531585],[0.005239127382346718],[0.0010701144556414738],[0.006790521815423413],[0.047669239674059616],[0.008384614752711956],[0.0003016395569474022],[0.014121032089821269],[0.0003536309727744506],[0.008745378646229554],[0.00040875729093939924],[0.021610712949891222],[0.0016713264073613566],[0.0007889797129660177],[0.03525609169942006],[0.0010842170335888736],[0.010961513461934632],[0.11022881245819426],[0.0010277098280101304],[0.00027954963501463715],[0.0015347760857142589],[0.0007092242764910208],[0.014025079841092625],[0.005316481041946656],[0.004212216750325432],[0.008574447257911823],[0.0037390155483120403],[0.0007219546971785915],[0.0006746686784263937],[0.06834917546817398],[0.03441530444457466],[0.000726739928716373],[0.001276586678488747],[0.0022966160521969282],[0.0044419252830385095],[0.0006355635195889234],[0.0035522422360794513],[0.0012829895632698344],[0.0011633491966268345],[0.0017446220750650318],[0.001183885663779264],[0.05805570376453585],[0.00597375400709585],[0.005246332924996194],[0.016708750824363957],[0.0005702167249828691],[0.0010810292394415992],[0.0008875012633417506],[0.003815239281121266],[0.01220736705518256],[0.01947911047961722],69
1999-06,[0.00572053427987719],[0.005423735018619965],[0.02775146455159675],[0.004017994728575799],[0.0011316346249727492],[0.008723102396763407],[0.0014869333605247448],[0.00040388964848315313],[0.008747664040443475],[0.0020097522333344378],[0.002950862250513102],[0.019683413856228075],[0.0007347414582120428],[0.00010930895151726445],[0.10834535073541596],[0.0007156393415524529],[0.03435395481167634],[0.002191369786507547],[0.0010450219276930618],[0.0019208844221673316],[0.00033420971434385563],[0.02433526240689416],[0.005803356855327525],[0.001605104765056186],[0.0047716813032620325],[0.0013402145398833235],[0.0017718191229839832],[0.002337259781744946],[0.002876979864133907],[0.006976932822226441],[0.007634079881520792],[0.011776506444020387],[0.0005330251871501946],[0.004449936101697377],[0.009013139809814462],[0.007852986925058755],[0.016002579029264663],[0.01579734683461459],[0.0026201021807858464],[0.0024024079313596093],[0.0016432215436051427],[0.0003720557215608685],[0.005441241409598393],[0.004708368438989108],[0.0008351447994260415],[0.003442476722364731],[0.016079230983825046],[0.0006508434751273904],[0.01181272043723926],[0.004305633991380625],[0.0015766971068909268],[0.005004144505044358],[0.006547615164222137],[0.04107686743897347],[0.005494748062132844],[0.0013444685976684702],[0.012581520199078381],[0.00017420699142643153],[0.007609072355976691],[0.0012624521342960333],[0.008309452414062649],[0.0010467068847821574],[0.001476561284234509],[0.03441286610905082],[0.0015023030881861005],[0.009495376794642225],[0.08478832055199265],[0.001953359564949738],[0.0002472929824481231],[0.0029519012467544045],[0.00032763746644511277],[0.02706695803249204],[0.0022333797538615667],[0.005304969308868375],[0.005505117561864715],[0.004494130330278818],[0.00048064286077346074],[0.001534773837480476],[0.1131409853919382],[0.02481828049283596],[0.0007260341820403265],[0.0005337518436042098],[0.004304104803328728],[0.004635860869263845],[0.00018591218164441245],[0.0030567109666823373],[0.0007600509664785821],[0.0033793866088926193],[0.0009745568746064449],[0.0029576888930344415],[0.07222493225960054],[0.005778886748390398],[0.007158779449127905],[0.007754593254409938],[0.000366356112321602],[0.002445698249750742],[0.0002865603990237693],[0.008714211400635628],[0.01069988519841846],[0.03230010678287406],68
1999-07,[0.013510787148680892],[0.000997374460259361],[0.021791487715007066],[0.004952411895864865],[0.0015135983969392524],[0.006057010415349963],[0.0035023257406005585],[0.00019696446118512836],[0.006402091572075874],[0.0021425679099341117],[0.0015263301881559257],[0.005229075409598668],[0.0008868957012901497],[0.0002797303482471798],[0.12767369923006633],[0.00031366904228646197],[0.030217981973007714],[0.0022676265904947013],[0.0015624719347188416],[0.0009904452417055776],[0.00022420303606273892],[0.07162553943609767],[0.006579520239254198],[0.0005483528516288963],[0.005982502126325113],[0.0008594078557156412],[0.0022203321096541085],[0.0015711283197849142],[0.0018163766542802285],[0.003950643217879113],[0.010670244905200113],[0.009919677749194037],[0.0005398173928613078],[0.003372613601906851],[0.017646922464886267],[0.009799242933200232],[0.006861918120040796],[0.0076492015968331484],[0.002353382623701997],[0.002193351904936371],[0.002487690137491197],[0.00014981726423171177],[0.00026982911145697095],[0.001551745486533108],[0.0006883063905445286],[0.005025160799707715],[0.011518546318644206],[0.0005797931917051291],[0.00877840432851804],[0.0038213039621122443],[0.0041386896010939525],[0.0006443256514346405],[0.007468063459098198],[0.026024122968748887],[0.005346057703655511],[0.00026804165359088546],[0.010169283793006217],[0.00017212516275880144],[0.00398558368046321],[0.001623280786314371],[0.009418621165265666],[0.001087299671699739],[0.0012531258984390563],[0.027629187149641167],[0.001220755791749043],[0.008601252374922631],[0.07122694459614273],[0.000992458064961238],[0.00027701642245056703],[0.0013618677223465703],[0.00041906201112856204],[0.023549275229907116],[0.0014522745194845254],[0.001913315557520955],[0.0057869495597668305],[0.003960543441739857],[0.0005629527735715726],[0.0012225405281773554],[0.1934947867888389],[0.02600018323018148],[0.0009596721530791606],[0.0007975865464326457],[0.0016778755646078246],[0.00139645187795449],[0.00028524730429702386],[0.004931794427143856],[0.0006735714516190179],[0.002863758498558065],[0.0013213018996748806],[0.0024887125113768837],[0.058934177726084766],[0.009307172982760067],[0.006502596728291836],[0.0050919134236804406],[0.0009188961769111058],[0.002487347800992985],[0.0005552510084847806],[0.0017398966559373393],[0.005862820929180973],[0.016664445459512782],101
1999-08,[0.0171456786331901],[0.004309955617290227],[0.023839532873931934],[0.008056092041424377],[0.0014476917978635065],[0.004408881267252839],[0.0031452292437922622],[0.0008685504601980754],[0.006241109434577451],[0.0024415814290882232],[0.00037603346347186945],[0.00740913369112274],[0.0016815822191760654],[0.0006905954194211738],[0.1434309747438428],[0.0004930798657580748],[0.04408596814836427],[0.0038363979137047313],[0.0018007383128043337],[0.00250452059090737],[0.0002847329682564041],[0.023253304755236057],[0.005273822037948277],[0.0008888932303775755],[0.003566465020536601],[0.0014232182852676044],[0.0012988403519796174],[0.002622119081006348],[0.002171468178798337],[0.006455737564391885],[0.020920846205557817],[0.007456445556759131],[0.001201477952686172],[0.004707196145272516],[0.014983188526108422],[0.009578545465547456],[0.01147406540342608],[0.00934266837340615],[0.002875979751332475],[0.0026308638874006024],[0.0015239691621643182],[7.322428592772783e-05],[0.0006649603782387552],[0.0013283101928879993],[0.0008905582110745663],[0.00372519893958132],[0.009507069832800353],[0.0010679519490062223],[0.00981567708682136],[0.003373043721869107],[0.000996273559026994],[0.0014566632743012494],[0.00594550778636073],[0.028299398060210146],[0.006007612427145599],[0.0015855482163605109],[0.008827819924461964],[0.0007070269895453438],[0.003674385693681292],[0.0012829978077344563],[0.008676963149401223],[0.0014824749696712425],[0.0009008858635825898],[0.028945852118965262],[0.000984291016123674],[0.006604264663257359],[0.069437508787015],[0.0029951322610647165],[0.00025505178360856563],[0.0015315761521525577],[0.001527755418855388],[0.021297921730420603],[0.0013511312088235398],[0.00446022414978117],[0.00506063278036817],[0.0032420141979589137],[0.0008019658641727561],[0.0010680937076092112],[0.14523496736206432],[0.030753789950621363],[0.0006578345445577175],[0.0012681972872464157],[0.0017011893935639157],[0.000677557686773034],[0.0003524859567604459],[0.005290818923750715],[0.001461487410558743],[0.0014382001945475594],[0.0016316988899785479],[0.0009967988835985187],[0.09256889308421198],[0.009654057482863451],[0.005524126640025452],[0.013734201902796925],[0.0004601818720191366],[0.003786815895035384],[0.0010171365779845496],[0.004375915559851112],[0.005186263418333207],[0.01022723783766692],99
1999-09,[0.013598373771290768],[0.003310192313005541],[0.02879599300448153],[0.0034566288346419187],[0.0010503440171059748],[0.003669875959211503],[0.002474044426029699],[0.00020562106026379812],[0.0011083240418687445],[0.002544322378870109],[0.00011010123300267775],[0.00362959048342836],[0.0009764966482081848],[0.00016931731664265718],[0.09383094426546545],[0.00015217684454369554],[0.02652704959630658],[0.00534588532281231],[0.0018962160088572214],[0.0017748306799812536],[0.0001560567880251501],[0.04504413237973003],[0.007638733911482777],[0.0008179271422409944],[0.0018387944685339273],[0.001557646841590483],[0.00240876804798825],[0.005696377379781798],[0.0014554022477937367],[0.001988321292604244],[0.014680527517181895],[0.013237890374487481],[0.0009466207107539662],[0.002992122346276538],[0.007457753751598804],[0.008964430006951286],[0.008294128452345485],[0.02603417390204217],[0.0014975387639670108],[0.004216904813802103],[0.0013793587781086951],[0.0013824264687345203],[0.00801670874062512],[0.0006918409103614189],[0.0005686825934390072],[0.00639956747400484],[0.017270151231034994],[0.000965963403654609],[0.013157027693621884],[0.019260297652254923],[0.003551084867344673],[0.0010022279851959006],[0.006777398027323312],[0.04072788220317406],[0.011627405474428091],[0.0005069882823541726],[0.015057597182857463],[0.00023663896150242798],[0.017920069038400713],[0.0009566864253035937],[0.0241685575041678],[0.0012027278680270192],[0.0007821091339055046],[0.037222663701253905],[0.0007146036056862637],[0.011020486171341997],[0.09276774833435066],[0.0015584300303138714],[7.977582272606258e-05],[0.00025693386330228376],[0.0009320932236192138],[0.026117326223356947],[0.0005718325128327706],[0.006713371812283358],[0.007107876927777299],[0.002430041946895103],[0.0006571803313007065],[0.0008796782395448469],[0.06740252540820055],[0.029376017306276484],[0.0005386691255389942],[0.002289069691967695],[0.0021105170776905113],[0.0007800245318837884],[0.00021221816557561005],[0.0033643352844346486],[0.001338250881810775],[0.0034995920345740937],[0.0010084217915514396],[0.006387520473303133],[0.06711086780843609],[0.005379231665805543],[0.0045056534260790645],[0.03212472794844821],[0.0012777741830103807],[0.0019431967989353197],[0.0003103673762608023],[0.004669341885346512],[0.0050288101006977694],[0.02515284530965949],37
1999-10,[0.014782539802808971],[0.00107441058429932],[0.02869061608096975],[0.006180288621635551],[0.00072543494676817],[0.001979549775294723],[0.003903580919219015],[0.00036801139916538744],[0.0026800117251468704],[0.003450895625097891],[0.00043190017667882303],[0.01313711620781059],[0.0006267017744553033],[0.0003299405889786537],[0.11303229692225614],[0.00022457273559458224],[0.03121102203855723],[0.0024114069976709125],[0.0021191794686548815],[0.0013515530358650571],[0.00025087701610004837],[0.007703578060808053],[0.004610894930417923],[0.000361234781342053],[0.044263217712521404],[0.0016843243652336546],[0.0014730279423199972],[0.0026233982901497184],[0.003329324111793615],[0.006246357151411534],[0.0035146835287065423],[0.012614096892003586],[0.0006751354822730108],[0.003944038076511446],[0.0060789232708013214],[0.010230482453171891],[0.006387694813398071],[0.008615691169656735],[0.0026450688572955024],[0.014545544396725068],[0.0030081816748861443],[0.00032736903628460807],[0.001398420064328813],[0.0031710979482634594],[0.0016337167013536675],[0.009815597971936539],[0.009390953191337795],[0.0008689879772560968],[0.011806940459877064],[0.003214469636461103],[0.0032350460059262774],[0.0012110055590663176],[0.005667485421317527],[0.0419567200564567],[0.004623923296852202],[0.000501507658654532],[0.009922784307254537],[0.00030483753882037956],[0.0014448553319397204],[0.0009350901605624058],[0.010254197564179888],[0.0011508228182132531],[0.0005228520397129915],[0.033430369689691965],[0.0017145078185668201],[0.010851986433730568],[0.08536874277839009],[0.0016853604756761336],[0.00012470094965522088],[0.0011779658415539036],[0.00043170857203260026],[0.023496240696971437],[0.0006048916404637335],[0.003751335008265262],[0.011752060571135786],[0.0015888542932884775],[0.00075286677224066],[0.0009800337146259608],[0.13951856841222823],[0.02903436758176289],[0.0013927568658450198],[0.0018332666848408497],[0.0028749338246048697],[0.00035441217224748317],[0.00017985590443932625],[0.004752951943402192],[0.0007846612361201246],[0.002592901065952446],[0.000722888122107671],[0.0036762695335141866],[0.07316221023643261],[0.009270161098053604],[0.004976379854885712],[0.01421618235603717],[0.001026518284613568],[0.0011058420917701526],[0.00033971888683007967],[0.0052212347127256935],[0.008437584372932367],[0.019939226107785164],96
1999-11,[0.004502396964068923],[0.0002967478387327734],[0.027703824923320308],[0.0135933468723588],[0.0006632731321253824],[0.0049983890897479155],[0.003175302960309116],[0.0008120552220134414],[0.005098719866955248],[0.0018289574799920803],[0.0009781850518562828],[0.010468817912679899],[0.0005362380976590911],[0.0004631016549772501],[0.14241493075173728],[0.001179670261823345],[0.03558162973281376],[0.002294860789055635],[0.0013086789910574928],[0.0016627953269117096],[0.00015800293413678672],[0.016603030325406547],[0.0036570665703521276],[0.0008232614291231658],[0.008776475509115032],[0.002665757703374655],[0.0015551848197289042],[0.004211002455381926],[0.00302010458913823],[0.0012552352679950688],[0.004765932262560045],[0.010295666192809111],[0.001002021744894517],[0.005243523622195835],[0.008629257744545685],[0.010337131363021215],[0.009416623250291769],[0.011146801220742677],[0.0029046353563490826],[0.004161699022767365],[0.0022463409862638764],[0.00014527548510344864],[0.00021112616934483314],[0.002111414914647217],[0.0013284838191886627],[0.006879588046920578],[0.011038976022602436],[0.0010452315651602877],[0.010739694220579367],[0.0024971428437292704],[0.0025970430028884983],[0.002418247612528219],[0.006221749461307196],[0.03373510670572075],[0.006896902775224591],[0.0006473932579846943],[0.01103694440137458],[0.0003762870277829019],[0.0044391246285381296],[0.0011011342001401485],[0.003988944610534178],[0.0017468429915258024],[0.002233882917162376],[0.03023288792060993],[0.000949521860891355],[0.007575771822061774],[0.0669325043921775],[0.0023014141330646933],[0.0001780705432960234],[0.0014628845533572559],[0.0005696305277673004],[0.03441372475843272],[0.002622716733324579],[0.004250752948940557],[0.008295881763044643],[0.002007463112876191],[0.0007710096442493449],[0.0022767802828620545],[0.15495198982412425],[0.026879201159633284],[0.0015810707994632486],[0.0010801193836358623],[0.002368626485191754],[0.00021100778194151486],[0.0001265358270794256],[0.004824363823918616],[0.0004366942840737911],[0.0034071876089743747],[0.0005634413405366974],[0.005977862710059694],[0.0801057654024014],[0.010816736263612778],[0.007529588735804061],[0.012904251652000721],[0.0005031503290837817],[0.0036833529497276433],[0.0012746153984617376],[0.004874484511711504],[0.011662592778984801],[0.013523128529729485],49
1999-12,[0.003997280048452013],[0.0022409733760055542],[0.036985917957942795],[0.0046837628621316],[0.0010891575830927736],[0.0038241340483761064],[0.0011882005540180467],[0.0004736094263080304],[0.0030393469573730485],[0.0025418804185516246],[0.0004624583437734227],[0.014686437019835555],[0.00026246861371377736],[0.000378963802425212],[0.10714523394447249],[0.0010969742198870915],[0.03565073437171536],[0.004468685128854719],[0.0011405757263880582],[0.0031514988442970866],[0.0003225253589417579],[0.018737389626763124],[0.0034815508511407884],[0.0007579572666972209],[0.004379252877738922],[0.0020064232139082546],[0.0009240307268059536],[0.0029202732659583],[0.002691506253148129],[0.007271702530488262],[0.018517589338216563],[0.015284397813853828],[0.0014964376669013295],[0.004401326139672662],[0.009784749022132519],[0.0050382747097253095],[0.01538206964007507],[0.012835040560999418],[0.0015219891930552296],[0.0037222343290853723],[0.0011346836380115828],[0.0005620146096961515],[0.0030665164014490893],[0.0014491548718483088],[0.001472889412360184],[0.015009815431953524],[0.015352967731938732],[0.0007381347863677298],[0.0148030593025975],[0.005871235014782625],[0.004969671182131856],[0.0009946167671056503],[0.002991904337126139],[0.04060444209062554],[0.005988731855123578],[0.0006750084365152857],[0.014662631980296617],[0.0008959908311887623],[0.001613570334835789],[0.0011982276203690914],[0.010667345778901192],[0.001451250686386629],[0.002132761603971548],[0.035884460623988576],[0.0010578343108136323],[0.009303184707608705],[0.09902801111605763],[0.0015246809023623923],[0.00012372039635589647],[0.004016188007013128],[0.002184641256772837],[0.030086685872116842],[0.007417676578701174],[0.0049482063493542245],[0.01115663856392695],[0.0035733287717944627],[0.0017417964729288954],[0.0004282964488207983],[0.04685471775891612],[0.03589318525858042],[0.00151757223763773],[0.0010055327200833826],[0.002015381094948184],[0.0006888557406909966],[0.0004186219782075733],[0.0039002106076498986],[0.0012562503905593817],[0.001617059339258214],[0.0018724559305693137],[0.0025334753011686017],[0.08180976533367358],[0.007105747285798066],[0.00704829454684841],[0.0352447719426023],[0.0008547812002358443],[0.0022779765929499263],[0.0006116311506461484],[0.00595444982840573],[0.017291632539809147],[0.021460643024738605],44
2000-01,[0.008818140394470469],[0.0036115018136500935],[0.02246002552340581],[0.0036856573808168114],[0.001206918335370851],[0.005449834265005927],[0.005155187271043361],[0.00040947819620570317],[0.015296786519234445],[0.0020850673892917494],[0.0004099551008148017],[0.009753066240122002],[0.000648861444574322],[8.246955647079987e-05],[0.16027411366635735],[0.0007072840182356389],[0.0379899613681316],[0.002939394081260577],[0.002346230488792176],[0.0024754143080817034],[0.00020603151436598244],[0.027122799826167436],[0.003383895980144426],[0.0009881099578122937],[0.00035067943887814027],[0.0008425082988779924],[0.0008173810310094979],[0.0007193509844386345],[0.0014955710701829252],[0.0011714575676438949],[0.005294112054576026],[0.00777722558378311],[0.0008909752255367887],[0.01372702821815793],[0.015386429139845817],[0.00971636959618734],[0.003114664363836354],[0.00837054691194918],[0.002319289553784272],[0.0009077240523439559],[0.0019427722400638715],[0.00020082936578091911],[0.0020104499607313028],[0.0007344095619245032],[0.0006801720457993409],[0.0033976241905431543],[0.006630890556686568],[0.0009104432537706878],[0.0062769832622467684],[0.004271957360401755],[0.0037426568795166054],[0.0007667813328789238],[0.007950260740546153],[0.029186989009758687],[0.005036869351749332],[0.0003952866302024236],[0.007669868839664795],[0.0008847691213690187],[0.0036718407485819707],[0.0037761840312916088],[0.0043894122497783366],[0.0009511492059830383],[0.0031582868907909646],[0.024107473234993376],[0.0003984437364628638],[0.0068123442718229935],[0.05264296169110347],[0.0012411703831414504],[0.0002412799747706073],[0.0015941485942369627],[0.0010357132468381844],[0.02080828257021001],[0.0007699878284780502],[0.004382650795491827],[0.0052224997745636],[0.003295372498729669],[0.0007288421992321352],[0.0009097708249723638],[0.197061124097875],[0.02575438687741237],[0.00022150948723265182],[0.0007694748963815624],[0.0012950992588536753],[0.0007036390805089228],[0.00026030605272847867],[0.004841793512142708],[0.0012624745281804603],[0.0021993335049392436],[0.0013285766240286375],[0.003270537927298155],[0.08744538538967787],[0.009915553321300887],[0.008378316796606474],[0.004347073057848993],[0.0002580987106096908],[0.005204451823309996],[0.0005290983318475449],[0.004902565154284469],[0.000581303017008355],[0.026234573142124136],92
